Movie Rank,Movie Name,Year of Release,IMDB Rating,Runtime,Genre,Rated
1,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
2,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
3,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
4,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
5,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
6,The Matrix,1999,8.7,136,"
Action, Sci-Fi            ",R
7,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,124,"
Action, Adventure, Fantasy            ",PG
8,Star Wars,1977,8.6,121,"
Action, Adventure, Fantasy            ",PG
9,Terminator 2: Judgment Day,1991,8.6,137,"
Action, Sci-Fi            ",R
10,Sita Ramam,2022,8.6,163,"
Action, Drama, Mystery            ",N/A
11,Seven Samurai,1954,8.6,207,"
Action, Drama            ",Not Rated
12,Harakiri,1962,8.6,133,"
Action, Drama, Mystery            ",Not Rated
13,Léon: The Professional,1994,8.5,110,"
Action, Crime, Drama            ",R
14,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
15,Kaithi,2019,8.5,145,"
Action, Adventure, Crime            ",Not Rated
16,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
17,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
18,The Dark Knight Rises,2012,8.4,164,"
Action, Drama            ",PG-13
19,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
20,Aliens,1986,8.4,137,"
Action, Adventure, Sci-Fi            ",R
21,Avengers: Infinity War,2018,8.4,149,"
Action, Adventure, Sci-Fi            ",PG-13
22,Oldboy,2003,8.4,120,"
Action, Drama, Mystery            ",R
23,Kantara,2022,8.4,148,"
Action, Adventure, Drama            ",N/A
24,Princess Mononoke,1997,8.4,134,"
Animation, Action, Adventure            ",PG-13
25,Vikram,2022,8.4,175,"
Action, Crime, Thriller            ",N/A
26,Shershaah,2021,8.4,135,"
Action, Biography, Drama            ",TV-14
27,Asuran,2019,8.4,141,"
Action, Drama            ",Not Rated
28,Top Gun: Maverick,2022,8.3,130,"
Action, Drama            ",PG-13
29,Heat,1995,8.3,170,"
Action, Crime, Drama            ",R
30,North by Northwest,1959,8.3,136,"
Action, Adventure, Mystery            ",Approved
31,Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,"
Action, Adventure, Fantasy            ",PG
32,Dangal,2016,8.3,161,"
Action, Biography, Drama            ",Not Rated
33,K.G.F: Chapter 2,2022,8.3,168,"
Action, Crime, Drama            ",Not Rated
34,Vikram Vedha,2017,8.3,147,"
Action, Crime, Drama            ",Not Rated
35,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
36,Die Hard,1988,8.2,132,"
Action, Thriller            ",R
37,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
38,Indiana Jones and the Last Crusade,1989,8.2,127,"
Action, Adventure            ",PG-13
39,1917,2019,8.2,119,"
Action, Drama, War            ",R
40,Batman Begins,2005,8.2,140,"
Action, Crime, Drama            ",PG-13
41,Kill Bill: Vol. 1,2003,8.2,111,"
Action, Crime, Drama            ",R
42,Warrior,2011,8.2,140,"
Action, Drama, Sport            ",PG-13
43,"Lock, Stock and Two Smoking Barrels",1998,8.2,107,"
Action, Comedy, Crime            ",R
44,V for Vendetta,2005,8.2,132,"
Action, Drama, Sci-Fi            ",R
45,Ran,1985,8.2,162,"
Action, Drama, War            ",R
46,Demon Slayer the Movie: Mugen Train,2020,8.2,117,"
Animation, Action, Adventure            ",R
47,Major,2022,8.2,150,"
Action, Biography, Drama            ",N/A
48,Baahubali 2: The Conclusion,2017,8.2,167,"
Action, Drama            ",Not Rated
49,Yojimbo,1961,8.2,110,"
Action, Drama, Thriller            ",Not Rated
50,Gangs of Wasseypur,2012,8.2,321,"
Action, Comedy, Crime            ",Not Rated
1,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
2,777 Charlie,2022,8.9,164,"
Adventure, Comedy, Drama            ",N/A
3,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
4,Inception,2010,8.8,148,"
Action, Adventure, Sci-Fi            ",PG-13
5,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
6,"The Good, the Bad and the Ugly",1966,8.8,178,"
Adventure, Western            ",Approved
7,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,124,"
Action, Adventure, Fantasy            ",PG
8,Interstellar,2014,8.6,169,"
Adventure, Drama, Sci-Fi            ",PG-13
9,Star Wars,1977,8.6,121,"
Action, Adventure, Fantasy            ",PG
10,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
11,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
12,Back to the Future,1985,8.5,116,"
Adventure, Comedy, Sci-Fi            ",PG
13,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
14,Kaithi,2019,8.5,145,"
Action, Adventure, Crime            ",Not Rated
15,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
16,Raiders of the Lost Ark,1981,8.4,115,"
Action, Adventure            ",PG
17,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
18,Aliens,1986,8.4,137,"
Action, Adventure, Sci-Fi            ",R
19,Avengers: Infinity War,2018,8.4,149,"
Action, Adventure, Sci-Fi            ",PG-13
20,Kantara,2022,8.4,148,"
Action, Adventure, Drama            ",N/A
21,Coco,2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
22,WALL·E,2008,8.4,98,"
Animation, Adventure, Family            ",G
23,Princess Mononoke,1997,8.4,134,"
Animation, Action, Adventure            ",PG-13
24,Inglourious Basterds,2009,8.3,153,"
Adventure, Drama, War            ",R
25,2001: A Space Odyssey,1968,8.3,149,"
Adventure, Sci-Fi            ",G
26,North by Northwest,1959,8.3,136,"
Action, Adventure, Mystery            ",Approved
27,Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,"
Action, Adventure, Fantasy            ",PG
28,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
29,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
30,Lawrence of Arabia,1962,8.3,218,"
Adventure, Biography, Drama            ",Approved
31,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
32,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
33,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
34,Indiana Jones and the Last Crusade,1989,8.2,127,"
Action, Adventure            ",PG-13
35,Inside Out,2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
36,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
37,Howl's Moving Castle,2004,8.2,119,"
Animation, Adventure, Family            ",PG
38,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
39,Monty Python and the Holy Grail,1975,8.2,91,"
Adventure, Comedy, Fantasy            ",PG
40,The Bridge on the River Kwai,1957,8.2,161,"
Adventure, Drama, War            ",PG
41,The Great Escape,1963,8.2,172,"
Adventure, Drama, History            ",Approved
42,Demon Slayer the Movie: Mugen Train,2020,8.2,117,"
Animation, Action, Adventure            ",R
43,The Treasure of the Sierra Madre,1948,8.2,126,"
Adventure, Drama, Western            ",Passed
44,Dersu Uzala,1975,8.2,142,"
Adventure, Biography, Drama            ",G
45,The Wages of Fear,1953,8.2,131,"
Adventure, Drama, Thriller            ",Not Rated
46,The Grand Budapest Hotel,2014,8.1,99,"
Adventure, Comedy, Crime            ",R
47,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,"
Adventure, Family, Fantasy            ",PG-13
48,Mad Max: Fury Road,2015,8.1,120,"
Action, Adventure, Sci-Fi            ",R
49,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,143,"
Action, Adventure, Fantasy            ",PG-13
50,Stand by Me,1986,8.1,89,"
Adventure, Drama            ",R
1,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
2,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
3,Grave of the Fireflies,1988,8.5,89,"
Animation, Drama, War            ",Not Rated
4,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
5,Coco,2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
6,Your Name.,2016,8.4,106,"
Animation, Drama, Fantasy            ",PG
7,WALL·E,2008,8.4,98,"
Animation, Adventure, Family            ",G
8,Princess Mononoke,1997,8.4,134,"
Animation, Action, Adventure            ",PG-13
9,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
10,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
11,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
12,Inside Out,2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
13,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
14,Howl's Moving Castle,2004,8.2,119,"
Animation, Adventure, Family            ",PG
15,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
16,Demon Slayer the Movie: Mugen Train,2020,8.2,117,"
Animation, Action, Adventure            ",R
17,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
18,"Monsters, Inc.",2001,8.1,92,"
Animation, Adventure, Comedy            ",G
19,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
20,My Neighbor Totoro,1988,8.1,86,"
Animation, Comedy, Family            ",G
21,The Iron Giant,1999,8.1,86,"
Animation, Action, Adventure            ",PG
22,A Silent Voice: The Movie,2016,8.1,130,"
Animation, Drama            ",Not Rated
23,Mary and Max,2009,8.1,92,"
Animation, Comedy, Drama            ",Not Rated
24,Wolf Children,2012,8.1,117,"
Animation, Drama, Family            ",PG
25,Zootopia,2016,8,108,"
Animation, Adventure, Comedy            ",PG
26,The Incredibles,2004,8,115,"
Animation, Action, Adventure            ",PG
27,Beauty and the Beast,1991,8,84,"
Animation, Family, Fantasy            ",G
28,Aladdin,1992,8,90,"
Animation, Adventure, Comedy            ",G
29,Soul,2020,8,100,"
Animation, Adventure, Comedy            ",PG
30,Perfect Blue,1997,8,81,"
Animation, Adult, Crime            ",R
31,Akira,1988,8,124,"
Animation, Action, Drama            ",R
32,Nausicaä of the Valley of the Wind,1984,8,117,"
Animation, Adventure, Sci-Fi            ",PG
33,Castle in the Sky,1986,8,125,"
Animation, Adventure, Family            ",PG
34,Wolfwalkers,2020,8,103,"
Animation, Action, Adventure            ",PG
35,Neon Genesis Evangelion: The End of Evangelion,1997,8,87,"
Animation, Action, Drama            ",TV-MA
36,The Tale of The Princess Kaguya,2013,8,137,"
Animation, Drama, Family            ",PG
37,Song of the Sea,2014,8,93,"
Animation, Adventure, Drama            ",PG
38,Persepolis,2007,8,96,"
Animation, Biography, Drama            ",PG-13
39,Shrek,2001,7.9,90,"
Animation, Adventure, Comedy            ",PG
40,Fantastic Mr. Fox,2009,7.9,87,"
Animation, Adventure, Comedy            ",PG
41,The Nightmare Before Christmas,1993,7.9,76,"
Animation, Family, Fantasy            ",PG
42,Toy Story 2,1999,7.9,92,"
Animation, Adventure, Comedy            ",G
43,Ghost in the Shell,1995,7.9,83,"
Animation, Action, Crime            ",TV-MA
44,Whisper of the Heart,1995,7.9,111,"
Animation, Drama, Family            ",G
45,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
46,Big Hero 6,2014,7.8,102,"
Animation, Action, Adventure            ",PG
47,Isle of Dogs,2018,7.8,101,"
Animation, Adventure, Comedy            ",PG-13
48,How to Train Your Dragon 2,2014,7.8,102,"
Animation, Action, Adventure            ",PG
49,Kiki's Delivery Service,1989,7.8,103,"
Animation, Family, Fantasy            ",G
50,Loving Vincent,2017,7.8,94,"
Animation, Drama, Mystery            ",PG-13
1,Schindler's List,1993,9,195,"
Biography, Drama, History            ",R
2,Rocketry: The Nambi Effect,2022,8.8,157,"
Biography, Drama            ",N/A
3,GoodFellas,1990,8.7,145,"
Biography, Crime, Drama            ",R
4,The Intouchables,2011,8.5,112,"
Biography, Comedy, Drama            ",R
5,The Pianist,2002,8.5,150,"
Biography, Drama, Music            ",R
6,Braveheart,1995,8.4,178,"
Biography, Drama, History            ",R
7,Hamilton,2020,8.4,160,"
Biography, Drama, History            ",PG-13
8,Amadeus,1984,8.4,160,"
Biography, Drama, Music            ",R
9,Sardar Udham,2021,8.4,164,"
Biography, Crime, Drama            ",TV-MA
10,Shershaah,2021,8.4,135,"
Action, Biography, Drama            ",TV-14
11,Lawrence of Arabia,1962,8.3,218,"
Adventure, Biography, Drama            ",Approved
12,Dangal,2016,8.3,161,"
Action, Biography, Drama            ",Not Rated
13,Ayla: The Daughter of War,2017,8.3,125,"
Biography, Drama, History            ",N/A
14,The Wolf of Wall Street,2013,8.2,180,"
Biography, Comedy, Crime            ",R
15,Green Book,2018,8.2,130,"
Biography, Comedy, Drama            ",PG-13
16,A Beautiful Mind,2001,8.2,135,"
Biography, Drama            ",PG-13
17,Downfall,2004,8.2,156,"
Biography, Drama, History            ",R
18,Raging Bull,1980,8.2,129,"
Biography, Drama, Sport            ",R
19,The Elephant Man,1980,8.2,124,"
Biography, Drama            ",PG
20,Major,2022,8.2,150,"
Action, Biography, Drama            ",N/A
21,The Passion of Joan of Arc,1928,8.2,114,"
Biography, Drama, History            ",Passed
22,Dersu Uzala,1975,8.2,142,"
Adventure, Biography, Drama            ",G
23,Bhaag Milkha Bhaag,2013,8.2,186,"
Biography, Drama, Sport            ",Not Rated
24,Paan Singh Tomar,2012,8.2,135,"
Action, Biography, Crime            ",Not Rated
25,Hacksaw Ridge,2016,8.1,139,"
Biography, Drama, History            ",R
26,The Sound of Music,1965,8.1,172,"
Biography, Drama, Family            ",G
27,Catch Me If You Can,2002,8.1,141,"
Biography, Crime, Drama            ",PG-13
28,Ford v Ferrari,2019,8.1,152,"
Action, Biography, Drama            ",PG-13
29,Inherit the Wind,1960,8.1,128,"
Biography, Drama, History            ",Passed
30,12 Years a Slave,2013,8.1,134,"
Biography, Drama, History            ",R
31,Spotlight,2015,8.1,129,"
Biography, Crime, Drama            ",R
32,Into the Wild,2007,8.1,148,"
Adventure, Biography, Drama            ",R
33,Hachi: A Dog's Tale,2009,8.1,93,"
Biography, Drama, Family            ",G
34,Rush,2013,8.1,123,"
Action, Biography, Drama            ",R
35,In the Name of the Father,1993,8.1,133,"
Biography, Crime, Drama            ",R
36,Hotel Rwanda,2004,8.1,121,"
Biography, Drama, History            ",PG-13
37,Andrei Rublev,1966,8.1,205,"
Biography, Drama, History            ",R
38,The Message,1976,8.1,177,"
Biography, Drama, History            ",PG
39,The Imitation Game,2014,8,114,"
Biography, Drama, Thriller            ",PG-13
40,The Pursuit of Happyness,2006,8,117,"
Biography, Drama            ",PG-13
41,The King's Speech,2010,8,118,"
Biography, Drama, History            ",R
42,Lion,2016,8,118,"
Biography, Drama            ",PG-13
43,Dog Day Afternoon,1975,8,125,"
Biography, Crime, Drama            ",R
44,Butch Cassidy and the Sundance Kid,1969,8,110,"
Biography, Crime, Drama            ",PG
45,Papillon,1973,8,151,"
Biography, Crime, Drama            ",R
46,Gandhi,1982,8,191,"
Biography, Drama, History            ",PG
47,Ip Man,2008,8,106,"
Action, Biography, Drama            ",R
48,Cinderella Man,2005,8,144,"
Biography, Drama, Romance            ",PG-13
49,Mirror,1975,8,107,"
Biography, Drama            ",Not Rated
50,The Straight Story,1999,8,112,"
Biography, Drama            ",G
1,The Chaos Class,1975,9.2,87,"
Comedy, Drama            ",N/A
2,777 Charlie,2022,8.9,164,"
Adventure, Comedy, Drama            ",N/A
3,Life Is Beautiful,1997,8.6,116,"
Comedy, Drama, Romance            ",PG-13
4,Back to the Future,1985,8.5,116,"
Adventure, Comedy, Sci-Fi            ",PG
5,The Intouchables,2011,8.5,112,"
Biography, Comedy, Drama            ",R
6,Modern Times,1936,8.5,87,"
Comedy, Drama, Romance            ",G
7,City Lights,1931,8.5,87,"
Comedy, Drama, Romance            ",G
8,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
9,Coco,2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
10,3 Idiots,2009,8.4,170,"
Comedy, Drama            ",PG-13
11,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,95,"
Comedy, War            ",PG
12,The Great Dictator,1940,8.4,125,"
Comedy, Drama, War            ",G
13,Dil Bechara,2020,8.4,101,"
Comedy, Drama, Romance            ",Not Rated
14,Singin' in the Rain,1952,8.3,103,"
Comedy, Musical, Romance            ",G
15,The Sting,1973,8.3,129,"
Comedy, Crime, Drama            ",PG
16,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
17,Amélie,2001,8.3,122,"
Comedy, Romance            ",R
18,Up,2009,8.3,96,"
Animation, Adventure, Comedy            ",PG
19,The Apartment,1960,8.3,125,"
Comedy, Drama, Romance            ",Approved
20,Toy Story 3,2010,8.3,103,"
Animation, Adventure, Comedy            ",G
21,The Kid,1921,8.3,68,"
Comedy, Drama, Family            ",Passed
22,Chhichhore,2019,8.3,143,"
Comedy, Drama, Romance            ",Not Rated
23,The Wolf of Wall Street,2013,8.2,180,"
Biography, Comedy, Crime            ",R
24,Green Book,2018,8.2,130,"
Biography, Comedy, Drama            ",PG-13
25,Snatch,2000,8.2,102,"
Comedy, Crime            ",R
26,Inside Out,2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
27,The Truman Show,1998,8.2,103,"
Comedy, Drama            ",PG
28,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
29,"Lock, Stock and Two Smoking Barrels",1998,8.2,107,"
Action, Comedy, Crime            ",R
30,Finding Nemo,2003,8.2,100,"
Animation, Adventure, Comedy            ",G
31,Some Like It Hot,1959,8.2,121,"
Comedy, Music, Romance            ",Passed
32,Monty Python and the Holy Grail,1975,8.2,91,"
Adventure, Comedy, Fantasy            ",PG
33,To Be or Not to Be,1942,8.2,99,"
Comedy, Romance, War            ",Passed
34,Gangs of Wasseypur,2012,8.2,321,"
Action, Comedy, Crime            ",Not Rated
35,Andhadhun,2018,8.2,139,"
Comedy, Crime, Music            ",Not Rated
36,Zindagi Na Milegi Dobara,2011,8.2,155,"
Comedy, Drama, Musical            ",Not Rated
37,Sherlock Jr.,1924,8.2,45,"
Action, Comedy, Romance            ",Passed
38,The Grand Budapest Hotel,2014,8.1,99,"
Adventure, Comedy, Crime            ",R
39,"Three Billboards Outside Ebbing, Missouri",2017,8.1,115,"
Comedy, Crime, Drama            ",R
40,The Big Lebowski,1998,8.1,117,"
Comedy, Crime            ",R
41,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
42,Dead Poets Society,1989,8.1,128,"
Comedy, Drama            ",PG
43,Groundhog Day,1993,8.1,101,"
Comedy, Drama, Fantasy            ",PG
44,"Monsters, Inc.",2001,8.1,92,"
Animation, Adventure, Comedy            ",G
45,How to Train Your Dragon,2010,8.1,98,"
Animation, Action, Adventure            ",PG
46,Wild Tales,2014,8.1,122,"
Comedy, Drama, Thriller            ",R
47,My Neighbor Totoro,1988,8.1,86,"
Animation, Comedy, Family            ",G
48,The Iron Giant,1999,8.1,86,"
Animation, Action, Adventure            ",PG
49,Mary and Max,2009,8.1,92,"
Animation, Comedy, Drama            ",Not Rated
50,Paper Moon,1973,8.1,102,"
Comedy, Crime, Drama            ",PG
1,The Godfather,1972,9.2,175,"
Crime, Drama            ",R
2,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
3,The Godfather: Part II,1974,9,202,"
Crime, Drama            ",R
4,12 Angry Men,1957,9,96,"
Crime, Drama            ",Approved
5,Mirror Game,2016,9,147,"
Crime, Mystery, Thriller            ",N/A
6,Pulp Fiction,1994,8.9,154,"
Crime, Drama            ",R
7,Jai Bhim,2021,8.8,164,"
Crime, Drama, Mystery            ",TV-MA
8,GoodFellas,1990,8.7,145,"
Biography, Crime, Drama            ",R
9,Se7en,1995,8.6,127,"
Crime, Drama, Mystery            ",R
10,The Silence of the Lambs,1991,8.6,118,"
Crime, Drama, Thriller            ",R
11,The Green Mile,1999,8.6,189,"
Crime, Drama, Fantasy            ",R
12,City of God,2002,8.6,130,"
Crime, Drama            ",R
13,Léon: The Professional,1994,8.5,110,"
Action, Crime, Drama            ",R
14,The Departed,2006,8.5,151,"
Crime, Drama, Thriller            ",R
15,The Usual Suspects,1995,8.5,106,"
Crime, Drama, Mystery            ",R
16,American History X,1998,8.5,119,"
Crime, Drama            ",R
17,Kaithi,2019,8.5,145,"
Action, Adventure, Crime            ",Not Rated
18,Drishyam 2,2022,8.4,140,"
Crime, Drama, Mystery            ",N/A
19,Joker,2019,8.4,122,"
Crime, Drama, Thriller            ",R
20,Witness for the Prosecution,1957,8.4,116,"
Crime, Drama, Mystery            ",Approved
21,Vikram,2022,8.4,175,"
Action, Crime, Thriller            ",N/A
22,High and Low,1963,8.4,143,"
Crime, Drama, Mystery            ",Not Rated
23,Drishyam 2,2021,8.4,152,"
Crime, Drama, Thriller            ",N/A
24,Sardar Udham,2021,8.4,164,"
Biography, Crime, Drama            ",TV-MA
25,Heat,1995,8.3,170,"
Action, Crime, Drama            ",R
26,A Clockwork Orange,1971,8.3,136,"
Crime, Sci-Fi            ",R
27,Reservoir Dogs,1992,8.3,99,"
Crime, Thriller            ",R
28,Scarface,1983,8.3,170,"
Crime, Drama            ",R
29,Once Upon a Time in America,1984,8.3,229,"
Crime, Drama            ",R
30,The Sting,1973,8.3,129,"
Comedy, Crime, Drama            ",PG
31,To Kill a Mockingbird,1962,8.3,129,"
Crime, Drama            ",Approved
32,M,1931,8.3,99,"
Crime, Mystery, Thriller            ",Passed
33,K.G.F: Chapter 2,2022,8.3,168,"
Action, Crime, Drama            ",Not Rated
34,Double Indemnity,1944,8.3,107,"
Crime, Drama, Film-Noir            ",Passed
35,Drishyam,2013,8.3,160,"
Crime, Drama, Thriller            ",Not Rated
36,Vikram Vedha,2017,8.3,147,"
Action, Crime, Drama            ",Not Rated
37,Raatchasan,2018,8.3,170,"
Crime, Drama, Mystery            ",Not Rated
38,The Wolf of Wall Street,2013,8.2,180,"
Biography, Comedy, Crime            ",R
39,No Country for Old Men,2007,8.2,122,"
Crime, Drama, Thriller            ",R
40,Taxi Driver,1976,8.2,114,"
Crime, Drama            ",R
41,Batman Begins,2005,8.2,140,"
Action, Crime, Drama            ",PG-13
42,Snatch,2000,8.2,102,"
Comedy, Crime            ",R
43,Casino,1995,8.2,178,"
Crime, Drama            ",R
44,Kill Bill: Vol. 1,2003,8.2,111,"
Action, Crime, Drama            ",R
45,"Lock, Stock and Two Smoking Barrels",1998,8.2,107,"
Action, Comedy, Crime            ",R
46,L.A. Confidential,1997,8.2,138,"
Crime, Drama, Mystery            ",R
47,Drishyam,2015,8.2,163,"
Crime, Drama, Mystery            ",Not Rated
48,Dial M for Murder,1954,8.2,105,"
Crime, Thriller            ",PG
49,Rashomon,1950,8.2,88,"
Crime, Drama, Mystery            ",Not Rated
50,Gangs of Wasseypur,2012,8.2,321,"
Action, Comedy, Crime            ",Not Rated
1,The Shawshank Redemption,1994,9.3,142,"
Drama            ",R
2,The Godfather,1972,9.2,175,"
Crime, Drama            ",R
3,The Chaos Class,1975,9.2,87,"
Comedy, Drama            ",N/A
4,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
5,The Lord of the Rings: The Return of the King,2003,9,201,"
Action, Adventure, Drama            ",PG-13
6,The Godfather: Part II,1974,9,202,"
Crime, Drama            ",R
7,Schindler's List,1993,9,195,"
Biography, Drama, History            ",R
8,12 Angry Men,1957,9,96,"
Crime, Drama            ",Approved
9,Pulp Fiction,1994,8.9,154,"
Crime, Drama            ",R
10,777 Charlie,2022,8.9,164,"
Adventure, Comedy, Drama            ",N/A
11,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,"
Action, Adventure, Drama            ",PG-13
12,Fight Club,1999,8.8,139,"
Drama            ",R
13,Forrest Gump,1994,8.8,142,"
Drama, Romance            ",PG-13
14,The Lord of the Rings: The Two Towers,2002,8.8,179,"
Action, Adventure, Drama            ",PG-13
15,Jai Bhim,2021,8.8,164,"
Crime, Drama, Mystery            ",TV-MA
16,Rocketry: The Nambi Effect,2022,8.8,157,"
Biography, Drama            ",N/A
17,GoodFellas,1990,8.7,145,"
Biography, Crime, Drama            ",R
18,One Flew Over the Cuckoo's Nest,1975,8.7,133,"
Drama            ",R
19,The Kashmir Files,2022,8.7,170,"
Drama            ",N/A
20,Soorarai Pottru,2020,8.7,153,"
Drama            ",TV-MA
21,Interstellar,2014,8.6,169,"
Adventure, Drama, Sci-Fi            ",PG-13
22,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
23,Se7en,1995,8.6,127,"
Crime, Drama, Mystery            ",R
24,The Silence of the Lambs,1991,8.6,118,"
Crime, Drama, Thriller            ",R
25,The Green Mile,1999,8.6,189,"
Crime, Drama, Fantasy            ",R
26,Saving Private Ryan,1998,8.6,169,"
Drama, War            ",R
27,City of God,2002,8.6,130,"
Crime, Drama            ",R
28,Life Is Beautiful,1997,8.6,116,"
Comedy, Drama, Romance            ",PG-13
29,Sita Ramam,2022,8.6,163,"
Action, Drama, Mystery            ",N/A
30,Seven Samurai,1954,8.6,207,"
Action, Drama            ",Not Rated
31,Harakiri,1962,8.6,133,"
Action, Drama, Mystery            ",Not Rated
32,Whiplash,2014,8.5,106,"
Drama, Music            ",R
33,Léon: The Professional,1994,8.5,110,"
Action, Crime, Drama            ",R
34,Parasite,2019,8.5,132,"
Drama, Thriller            ",R
35,Gladiator,2000,8.5,155,"
Action, Adventure, Drama            ",R
36,The Prestige,2006,8.5,130,"
Drama, Mystery, Sci-Fi            ",PG-13
37,Apocalypse Now,1979,8.5,147,"
Drama, Mystery, War            ",R
38,The Departed,2006,8.5,151,"
Crime, Drama, Thriller            ",R
39,The Usual Suspects,1995,8.5,106,"
Crime, Drama, Mystery            ",R
40,American History X,1998,8.5,119,"
Crime, Drama            ",R
41,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
42,The Intouchables,2011,8.5,112,"
Biography, Comedy, Drama            ",R
43,The Pianist,2002,8.5,150,"
Biography, Drama, Music            ",R
44,Casablanca,1942,8.5,102,"
Drama, Romance, War            ",PG
45,Grave of the Fireflies,1988,8.5,89,"
Animation, Drama, War            ",Not Rated
46,Cinema Paradiso,1988,8.5,155,"
Drama, Romance            ",R
47,Modern Times,1936,8.5,87,"
Comedy, Drama, Romance            ",G
48,City Lights,1931,8.5,87,"
Comedy, Drama, Romance            ",G
49,96,2018,8.5,158,"
Drama, Romance            ",Not Rated
50,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
1,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
2,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
3,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
4,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
5,Coco,2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
6,WALL·E,2008,8.4,98,"
Animation, Adventure, Family            ",G
7,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
